,image,windows
550,2017_SJER_2_259000_4110000_image.tif,1430
551,2017_SJER_2_259000_4110000_image.tif,115
552,2017_SJER_2_259000_4110000_image.tif,323
553,2017_SJER_2_259000_4110000_image.tif,117
554,2017_SJER_2_259000_4110000_image.tif,1546
555,2017_SJER_2_259000_4110000_image.tif,755
556,2017_SJER_2_259000_4110000_image.tif,528
557,2017_SJER_2_259000_4110000_image.tif,1025
558,2017_SJER_2_259000_4110000_image.tif,1660
559,2017_SJER_2_259000_4110000_image.tif,906
560,2017_SJER_2_259000_4110000_image.tif,459
561,2017_SJER_2_259000_4110000_image.tif,475
562,2017_SJER_2_259000_4110000_image.tif,122
563,2017_SJER_2_259000_4110000_image.tif,503
564,2017_SJER_2_259000_4110000_image.tif,255
565,2017_SJER_2_259000_4110000_image.tif,1163
566,2017_SJER_2_259000_4110000_image.tif,43
567,2017_SJER_2_259000_4110000_image.tif,165
568,2017_SJER_2_259000_4110000_image.tif,1110
569,2017_SJER_2_259000_4110000_image.tif,51
570,2017_SJER_2_259000_4110000_image.tif,1131
571,2017_SJER_2_259000_4110000_image.tif,1378
572,2017_SJER_2_259000_4110000_image.tif,608
573,2017_SJER_2_259000_4110000_image.tif,640
574,2017_SJER_2_259000_4110000_image.tif,914
575,2017_SJER_2_259000_4110000_image.tif,1569
576,2017_SJER_2_259000_4110000_image.tif,834
577,2017_SJER_2_259000_4110000_image.tif,153
578,2017_SJER_2_259000_4110000_image.tif,1640
579,2017_SJER_2_259000_4110000_image.tif,45
580,2017_SJER_2_259000_4110000_image.tif,919
581,2017_SJER_2_259000_4110000_image.tif,1747
582,2017_SJER_2_259000_4110000_image.tif,892
583,2017_SJER_2_259000_4110000_image.tif,705
584,2017_SJER_2_259000_4110000_image.tif,514
585,2017_SJER_2_259000_4110000_image.tif,820
586,2017_SJER_2_259000_4110000_image.tif,1041
587,2017_SJER_2_259000_4110000_image.tif,840
588,2017_SJER_2_259000_4110000_image.tif,131
589,2017_SJER_2_259000_4110000_image.tif,1626
590,2017_SJER_2_259000_4110000_image.tif,793
591,2017_SJER_2_259000_4110000_image.tif,934
592,2017_SJER_2_259000_4110000_image.tif,979
593,2017_SJER_2_259000_4110000_image.tif,567
594,2017_SJER_2_259000_4110000_image.tif,1520
595,2017_SJER_2_259000_4110000_image.tif,440
596,2017_SJER_2_259000_4110000_image.tif,84
597,2017_SJER_2_259000_4110000_image.tif,99
598,2017_SJER_2_259000_4110000_image.tif,593
599,2017_SJER_2_259000_4110000_image.tif,1501
600,2017_SJER_2_259000_4110000_image.tif,1278
601,2017_SJER_2_259000_4110000_image.tif,427
602,2017_SJER_2_259000_4110000_image.tif,171
603,2017_SJER_2_259000_4110000_image.tif,944
604,2017_SJER_2_259000_4110000_image.tif,1713
605,2017_SJER_2_259000_4110000_image.tif,968
606,2017_SJER_2_259000_4110000_image.tif,778
607,2017_SJER_2_259000_4110000_image.tif,168
608,2017_SJER_2_259000_4110000_image.tif,759
609,2017_SJER_2_259000_4110000_image.tif,953
610,2017_SJER_2_259000_4110000_image.tif,304
611,2017_SJER_2_259000_4110000_image.tif,1234
612,2017_SJER_2_259000_4110000_image.tif,1700
613,2017_SJER_2_259000_4110000_image.tif,92
614,2017_SJER_2_259000_4110000_image.tif,365
615,2017_SJER_2_259000_4110000_image.tif,1151
616,2017_SJER_2_259000_4110000_image.tif,243
617,2017_SJER_2_259000_4110000_image.tif,1634
618,2017_SJER_2_259000_4110000_image.tif,764
619,2017_SJER_2_259000_4110000_image.tif,346
620,2017_SJER_2_259000_4110000_image.tif,509
621,2017_SJER_2_259000_4110000_image.tif,1049
622,2017_SJER_2_259000_4110000_image.tif,823
623,2017_SJER_2_259000_4110000_image.tif,34
624,2017_SJER_2_259000_4110000_image.tif,1451
625,2017_SJER_2_259000_4110000_image.tif,560
626,2017_SJER_2_259000_4110000_image.tif,1323
627,2017_SJER_2_259000_4110000_image.tif,740
628,2017_SJER_2_259000_4110000_image.tif,1024
629,2017_SJER_2_259000_4110000_image.tif,350
630,2017_SJER_2_259000_4110000_image.tif,1055
631,2017_SJER_2_259000_4110000_image.tif,211
632,2017_SJER_2_259000_4110000_image.tif,214
633,2017_SJER_2_259000_4110000_image.tif,17
634,2017_SJER_2_259000_4110000_image.tif,1425
635,2017_SJER_2_259000_4110000_image.tif,1607
636,2017_SJER_2_259000_4110000_image.tif,222
637,2017_SJER_2_259000_4110000_image.tif,1072
638,2017_SJER_2_259000_4110000_image.tif,1202
639,2017_SJER_2_259000_4110000_image.tif,1097
640,2017_SJER_2_259000_4110000_image.tif,638
641,2017_SJER_2_259000_4110000_image.tif,1319
642,2017_SJER_2_259000_4110000_image.tif,1684
643,2017_SJER_2_259000_4110000_image.tif,18
644,2017_SJER_2_259000_4110000_image.tif,1300
645,2017_SJER_2_259000_4110000_image.tif,298
646,2017_SJER_2_259000_4110000_image.tif,1125
647,2017_SJER_2_259000_4110000_image.tif,1249
648,2017_SJER_2_259000_4110000_image.tif,1400
649,2017_SJER_2_259000_4110000_image.tif,768
650,2017_SJER_2_259000_4110000_image.tif,410
651,2017_SJER_2_259000_4110000_image.tif,1062
652,2017_SJER_2_259000_4110000_image.tif,875
653,2017_SJER_2_259000_4110000_image.tif,1165
654,2017_SJER_2_259000_4110000_image.tif,1518
655,2017_SJER_2_259000_4110000_image.tif,911
656,2017_SJER_2_259000_4110000_image.tif,1662
657,2017_SJER_2_259000_4110000_image.tif,1698
658,2017_SJER_2_259000_4110000_image.tif,1292
659,2017_SJER_2_259000_4110000_image.tif,349
660,2017_SJER_2_259000_4110000_image.tif,1034
661,2017_SJER_2_259000_4110000_image.tif,1523
662,2017_SJER_2_259000_4110000_image.tif,50
663,2017_SJER_2_259000_4110000_image.tif,488
664,2017_SJER_2_259000_4110000_image.tif,846
665,2017_SJER_2_259000_4110000_image.tif,565
666,2017_SJER_2_259000_4110000_image.tif,645
667,2017_SJER_2_259000_4110000_image.tif,1277
668,2017_SJER_2_259000_4110000_image.tif,683
669,2017_SJER_2_259000_4110000_image.tif,1364
670,2017_SJER_2_259000_4110000_image.tif,711
671,2017_SJER_2_259000_4110000_image.tif,0
672,2017_SJER_2_259000_4110000_image.tif,1057
673,2017_SJER_2_259000_4110000_image.tif,1672
674,2017_SJER_2_259000_4110000_image.tif,1745
675,2017_SJER_2_259000_4110000_image.tif,871
676,2017_SJER_2_259000_4110000_image.tif,1175
677,2017_SJER_2_259000_4110000_image.tif,623
678,2017_SJER_2_259000_4110000_image.tif,1372
679,2017_SJER_2_259000_4110000_image.tif,580
680,2017_SJER_2_259000_4110000_image.tif,228
681,2017_SJER_2_259000_4110000_image.tif,1220
682,2017_SJER_2_259000_4110000_image.tif,1129
683,2017_SJER_2_259000_4110000_image.tif,1260
684,2017_SJER_2_259000_4110000_image.tif,1545
685,2017_SJER_2_259000_4110000_image.tif,921
686,2017_SJER_2_259000_4110000_image.tif,93
687,2017_SJER_2_259000_4110000_image.tif,814
688,2017_SJER_2_259000_4110000_image.tif,35
689,2017_SJER_2_259000_4110000_image.tif,1587
690,2017_SJER_2_259000_4110000_image.tif,817
691,2017_SJER_2_259000_4110000_image.tif,448
692,2017_SJER_2_259000_4110000_image.tif,1599
693,2017_SJER_2_259000_4110000_image.tif,316
694,2017_SJER_2_259000_4110000_image.tif,607
695,2017_SJER_2_259000_4110000_image.tif,812
696,2017_SJER_2_259000_4110000_image.tif,239
697,2017_SJER_2_259000_4110000_image.tif,742
698,2017_SJER_2_259000_4110000_image.tif,1436
699,2017_SJER_2_259000_4110000_image.tif,1339
700,2017_SJER_2_259000_4110000_image.tif,1325
701,2017_SJER_2_259000_4110000_image.tif,1358
702,2017_SJER_2_259000_4110000_image.tif,615
703,2017_SJER_2_259000_4110000_image.tif,909
704,2017_SJER_2_259000_4110000_image.tif,1290
705,2017_SJER_2_259000_4110000_image.tif,505
706,2017_SJER_2_259000_4110000_image.tif,1651
707,2017_SJER_2_259000_4110000_image.tif,15
708,2017_SJER_2_259000_4110000_image.tif,858
709,2017_SJER_2_259000_4110000_image.tif,1017
710,2017_SJER_2_259000_4110000_image.tif,687
711,2017_SJER_2_259000_4110000_image.tif,1708
712,2017_SJER_2_259000_4110000_image.tif,353
713,2017_SJER_2_259000_4110000_image.tif,1709
714,2017_SJER_2_259000_4110000_image.tif,1456
715,2017_SJER_2_259000_4110000_image.tif,1741
716,2017_SJER_2_259000_4110000_image.tif,536
717,2017_SJER_2_259000_4110000_image.tif,1240
718,2017_SJER_2_259000_4110000_image.tif,116
719,2017_SJER_2_259000_4110000_image.tif,28
720,2017_SJER_2_259000_4110000_image.tif,830
721,2017_SJER_2_259000_4110000_image.tif,1352
722,2017_SJER_2_259000_4110000_image.tif,1063
723,2017_SJER_2_259000_4110000_image.tif,521
724,2017_SJER_2_259000_4110000_image.tif,499
725,2017_SJER_2_259000_4110000_image.tif,100
726,2017_SJER_2_259000_4110000_image.tif,770
727,2017_SJER_2_259000_4110000_image.tif,1686
728,2017_SJER_2_259000_4110000_image.tif,241
729,2017_SJER_2_259000_4110000_image.tif,1485
730,2017_SJER_2_259000_4110000_image.tif,420
731,2017_SJER_2_259000_4110000_image.tif,1327
732,2017_SJER_2_259000_4110000_image.tif,816
733,2017_SJER_2_259000_4110000_image.tif,362
734,2017_SJER_2_259000_4110000_image.tif,386
735,2017_SJER_2_259000_4110000_image.tif,701
736,2017_SJER_2_259000_4110000_image.tif,1038
737,2017_SJER_2_259000_4110000_image.tif,1262
738,2017_SJER_2_259000_4110000_image.tif,1530
739,2017_SJER_2_259000_4110000_image.tif,1483
740,2017_SJER_2_259000_4110000_image.tif,456
741,2017_SJER_2_259000_4110000_image.tif,1648
742,2017_SJER_2_259000_4110000_image.tif,745
743,2017_SJER_2_259000_4110000_image.tif,453
744,2017_SJER_2_259000_4110000_image.tif,388
745,2017_SJER_2_259000_4110000_image.tif,749
746,2017_SJER_2_259000_4110000_image.tif,178
747,2017_SJER_2_259000_4110000_image.tif,347
748,2017_SJER_2_259000_4110000_image.tif,151
749,2017_SJER_2_259000_4110000_image.tif,284
750,2017_SJER_2_259000_4110000_image.tif,600
751,2017_SJER_2_259000_4110000_image.tif,604
752,2017_SJER_2_259000_4110000_image.tif,893
753,2017_SJER_2_259000_4110000_image.tif,378
754,2017_SJER_2_259000_4110000_image.tif,414
755,2017_SJER_2_259000_4110000_image.tif,98
756,2017_SJER_2_259000_4110000_image.tif,224
757,2017_SJER_2_259000_4110000_image.tif,697
758,2017_SJER_2_259000_4110000_image.tif,39
759,2017_SJER_2_259000_4110000_image.tif,225
760,2017_SJER_2_259000_4110000_image.tif,748
761,2017_SJER_2_259000_4110000_image.tif,1177
762,2017_SJER_2_259000_4110000_image.tif,904
763,2017_SJER_2_259000_4110000_image.tif,1128
764,2017_SJER_2_259000_4110000_image.tif,307
765,2017_SJER_2_259000_4110000_image.tif,299
766,2017_SJER_2_259000_4110000_image.tif,936
767,2017_SJER_2_259000_4110000_image.tif,54
768,2017_SJER_2_259000_4110000_image.tif,754
769,2017_SJER_2_259000_4110000_image.tif,751
770,2017_SJER_2_259000_4110000_image.tif,1015
771,2017_SJER_2_259000_4110000_image.tif,721
772,2017_SJER_2_259000_4110000_image.tif,1432
773,2017_SJER_2_259000_4110000_image.tif,1568
774,2017_SJER_2_259000_4110000_image.tif,599
775,2017_SJER_2_259000_4110000_image.tif,1303
776,2017_SJER_2_259000_4110000_image.tif,1411
777,2017_SJER_2_259000_4110000_image.tif,786
778,2017_SJER_2_259000_4110000_image.tif,989
779,2017_SJER_2_259000_4110000_image.tif,1123
780,2017_SJER_2_259000_4110000_image.tif,1702
781,2017_SJER_2_259000_4110000_image.tif,1656
782,2017_SJER_2_259000_4110000_image.tif,485
783,2017_SJER_2_259000_4110000_image.tif,468
784,2017_SJER_2_259000_4110000_image.tif,1092
785,2017_SJER_2_259000_4110000_image.tif,102
786,2017_SJER_2_259000_4110000_image.tif,261
787,2017_SJER_2_259000_4110000_image.tif,1586
788,2017_SJER_2_259000_4110000_image.tif,1418
789,2017_SJER_2_259000_4110000_image.tif,1463
790,2017_SJER_2_259000_4110000_image.tif,1590
791,2017_SJER_2_259000_4110000_image.tif,1423
792,2017_SJER_2_259000_4110000_image.tif,313
793,2017_SJER_2_259000_4110000_image.tif,1559
794,2017_SJER_2_259000_4110000_image.tif,144
795,2017_SJER_2_259000_4110000_image.tif,1337
796,2017_SJER_2_259000_4110000_image.tif,538
797,2017_SJER_2_259000_4110000_image.tif,1350
798,2017_SJER_2_259000_4110000_image.tif,937
799,2017_SJER_2_259000_4110000_image.tif,1312
800,2017_SJER_2_259000_4110000_image.tif,598
801,2017_SJER_2_259000_4110000_image.tif,1579
802,2017_SJER_2_259000_4110000_image.tif,540
803,2017_SJER_2_259000_4110000_image.tif,1157
804,2017_SJER_2_259000_4110000_image.tif,1170
805,2017_SJER_2_259000_4110000_image.tif,938
806,2017_SJER_2_259000_4110000_image.tif,1734
807,2017_SJER_2_259000_4110000_image.tif,501
808,2017_SJER_2_259000_4110000_image.tif,832
809,2017_SJER_2_259000_4110000_image.tif,1655
810,2017_SJER_2_259000_4110000_image.tif,935
811,2017_SJER_2_259000_4110000_image.tif,1548
812,2017_SJER_2_259000_4110000_image.tif,910
813,2017_SJER_2_259000_4110000_image.tif,181
814,2017_SJER_2_259000_4110000_image.tif,881
815,2017_SJER_2_259000_4110000_image.tif,1295
816,2017_SJER_2_259000_4110000_image.tif,1760
817,2017_SJER_2_259000_4110000_image.tif,1145
818,2017_SJER_2_259000_4110000_image.tif,878
819,2017_SJER_2_259000_4110000_image.tif,1565
820,2017_SJER_2_259000_4110000_image.tif,1431
821,2017_SJER_2_259000_4110000_image.tif,1096
822,2017_SJER_2_259000_4110000_image.tif,124
823,2017_SJER_2_259000_4110000_image.tif,524
824,2017_SJER_2_259000_4110000_image.tif,888
825,2017_SJER_2_259000_4110000_image.tif,787
826,2017_SJER_2_259000_4110000_image.tif,725
827,2017_SJER_2_259000_4110000_image.tif,587
828,2017_SJER_2_259000_4110000_image.tif,322
829,2017_SJER_2_259000_4110000_image.tif,235
830,2017_SJER_2_259000_4110000_image.tif,664
831,2017_SJER_2_259000_4110000_image.tif,442
832,2017_SJER_2_259000_4110000_image.tif,154
833,2017_SJER_2_259000_4110000_image.tif,1274
834,2017_SJER_2_259000_4110000_image.tif,1144
835,2017_SJER_2_259000_4110000_image.tif,254
836,2017_SJER_2_259000_4110000_image.tif,886
837,2017_SJER_2_259000_4110000_image.tif,436
838,2017_SJER_2_259000_4110000_image.tif,325
839,2017_SJER_2_259000_4110000_image.tif,1717
840,2017_SJER_2_259000_4110000_image.tif,838
841,2017_SJER_2_259000_4110000_image.tif,1043
842,2017_SJER_2_259000_4110000_image.tif,1522
843,2017_SJER_2_259000_4110000_image.tif,1119
844,2017_SJER_2_259000_4110000_image.tif,835
845,2017_SJER_2_259000_4110000_image.tif,1221
846,2017_SJER_2_259000_4110000_image.tif,1403
847,2017_SJER_2_259000_4110000_image.tif,1623
848,2017_SJER_2_259000_4110000_image.tif,1031
849,2017_SJER_2_259000_4110000_image.tif,862
850,2017_SJER_2_259000_4110000_image.tif,1542
851,2017_SJER_2_259000_4110000_image.tif,1482
852,2017_SJER_2_259000_4110000_image.tif,271
853,2017_SJER_2_259000_4110000_image.tif,326
854,2017_SJER_2_259000_4110000_image.tif,1468
855,2017_SJER_2_259000_4110000_image.tif,704
856,2017_SJER_2_259000_4110000_image.tif,1563
857,2017_SJER_2_259000_4110000_image.tif,1373
858,2017_SJER_2_259000_4110000_image.tif,710
859,2017_SJER_2_259000_4110000_image.tif,1344
860,2017_SJER_2_259000_4110000_image.tif,1694
861,2017_SJER_2_259000_4110000_image.tif,511
862,2017_SJER_2_259000_4110000_image.tif,1507
863,2017_SJER_2_259000_4110000_image.tif,1153
864,2017_SJER_2_259000_4110000_image.tif,963
865,2017_SJER_2_259000_4110000_image.tif,1636
866,2017_SJER_2_259000_4110000_image.tif,256
867,2017_SJER_2_259000_4110000_image.tif,610
868,2017_SJER_2_259000_4110000_image.tif,404
869,2017_SJER_2_259000_4110000_image.tif,79
870,2017_SJER_2_259000_4110000_image.tif,400
871,2017_SJER_2_259000_4110000_image.tif,1674
872,2017_SJER_2_259000_4110000_image.tif,1085
873,2017_SJER_2_259000_4110000_image.tif,455
874,2017_SJER_2_259000_4110000_image.tif,1727
875,2017_SJER_2_259000_4110000_image.tif,808
876,2017_SJER_2_259000_4110000_image.tif,576
877,2017_SJER_2_259000_4110000_image.tif,1614
878,2017_SJER_2_259000_4110000_image.tif,606
879,2017_SJER_2_259000_4110000_image.tif,472
880,2017_SJER_2_259000_4110000_image.tif,1235
881,2017_SJER_2_259000_4110000_image.tif,1515
882,2017_SJER_2_259000_4110000_image.tif,942
883,2017_SJER_2_259000_4110000_image.tif,446
884,2017_SJER_2_259000_4110000_image.tif,1514
885,2017_SJER_2_259000_4110000_image.tif,1272
886,2017_SJER_2_259000_4110000_image.tif,173
887,2017_SJER_2_259000_4110000_image.tif,1553
888,2017_SJER_2_259000_4110000_image.tif,660
889,2017_SJER_2_259000_4110000_image.tif,407
890,2017_SJER_2_259000_4110000_image.tif,1212
891,2017_SJER_2_259000_4110000_image.tif,1386
892,2017_SJER_2_259000_4110000_image.tif,454
893,2017_SJER_2_259000_4110000_image.tif,1575
894,2017_SJER_2_259000_4110000_image.tif,543
895,2017_SJER_2_259000_4110000_image.tif,1762
896,2017_SJER_2_259000_4110000_image.tif,1693
897,2017_SJER_2_259000_4110000_image.tif,1735
898,2017_SJER_2_259000_4110000_image.tif,425
899,2017_SJER_2_259000_4110000_image.tif,1276
900,2017_SJER_2_259000_4110000_image.tif,285
901,2017_SJER_2_259000_4110000_image.tif,734
902,2017_SJER_2_259000_4110000_image.tif,1091
903,2017_SJER_2_259000_4110000_image.tif,1294
904,2017_SJER_2_259000_4110000_image.tif,1608
905,2017_SJER_2_259000_4110000_image.tif,1044
906,2017_SJER_2_259000_4110000_image.tif,11
907,2017_SJER_2_259000_4110000_image.tif,839
908,2017_SJER_2_259000_4110000_image.tif,1647
909,2017_SJER_2_259000_4110000_image.tif,1726
910,2017_SJER_2_259000_4110000_image.tif,1652
911,2017_SJER_2_259000_4110000_image.tif,208
912,2017_SJER_2_259000_4110000_image.tif,1186
913,2017_SJER_2_259000_4110000_image.tif,1200
914,2017_SJER_2_259000_4110000_image.tif,590
915,2017_SJER_2_259000_4110000_image.tif,1387
916,2017_SJER_2_259000_4110000_image.tif,259
917,2017_SJER_2_259000_4110000_image.tif,657
918,2017_SJER_2_259000_4110000_image.tif,1088
919,2017_SJER_2_259000_4110000_image.tif,1371
920,2017_SJER_2_259000_4110000_image.tif,1058
921,2017_SJER_2_259000_4110000_image.tif,842
922,2017_SJER_2_259000_4110000_image.tif,461
