,treeID,xmin,xmax,ymin,ymax,rgb_path,label,numeric_label,tile_xmin,tile_xmax,tile_ymin,tile_ymax,origin_xmin,origin_xmax,origin_ymin,origin_ymax
202,202,5080,5125,9632,9679,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5080,5125,9632,9679
203,203,825,855,6682,6702,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,825,855,6682,6702
204,204,338,412,2026,2081,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,338,412,2026,2081
205,205,1047,1103,1504,1566,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1047,1103,1504,1566
206,206,1397,1419,1279,1305,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1397,1419,1279,1305
207,207,3145,3189,4848,4889,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3145,3189,4848,4889
208,208,3138,3154,4973,4991,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3138,3154,4973,4991
209,209,3486,3549,5382,5436,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3486,3549,5382,5436
210,210,3677,3783,6564,6646,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3677,3783,6564,6646
211,211,3451,3579,6566,6659,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3451,3579,6566,6659
212,212,3433,3567,6440,6555,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3433,3567,6440,6555
213,213,2690,2747,7970,8037,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2690,2747,7970,8037
214,214,2720,2781,8047,8102,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2720,2781,8047,8102
215,215,2545,2616,8226,8295,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2545,2616,8226,8295
216,216,2241,2328,8610,8687,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2241,2328,8610,8687
217,217,4892,4955,9895,9953,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4892,4955,9895,9953
218,218,8971,9003,9217,9252,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8971,9003,9217,9252
219,219,9339,9372,8993,9032,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9339,9372,8993,9032
220,220,8057,8172,6161,6248,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8057,8172,6161,6248
221,221,8159,8221,6128,6191,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8159,8221,6128,6191
222,222,7877,7982,6092,6188,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7877,7982,6092,6188
223,223,7641,7729,5721,5833,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7641,7729,5721,5833
224,224,7551,7639,5666,5810,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7551,7639,5666,5810
225,225,4013,4121,2446,2558,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4013,4121,2446,2558
226,226,7042,7087,1463,1518,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7042,7087,1463,1518
227,227,7071,7154,1501,1581,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7071,7154,1501,1581
228,228,7038,7129,1586,1682,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7038,7129,1586,1682
229,229,6997,7094,1377,1460,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6997,7094,1377,1460
230,230,7910,8029,605,744,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7910,8029,605,744
231,231,8241,8330,172,265,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8241,8330,172,265
232,232,8582,8666,913,980,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8582,8666,913,980
233,233,5819,5928,5322,5449,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5819,5928,5322,5449
234,234,5507,5643,6096,6231,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5507,5643,6096,6231
235,235,4266,4334,6003,6138,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4266,4334,6003,6138
236,236,4149,4251,5991,6130,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4149,4251,5991,6130
237,237,1562,1693,7072,7227,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1562,1693,7072,7227
238,238,934,1117,7467,7624,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,934,1117,7467,7624
239,239,1042,1125,7421,7497,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1042,1125,7421,7497
240,240,3146,3194,9516,9557,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3146,3194,9516,9557
241,241,9789,9899,2672,2757,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9789,9899,2672,2757
242,242,7538,7669,181,338,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7538,7669,181,338
243,243,7674,7743,183,271,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7674,7743,183,271
244,244,5087,5141,1596,1649,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5087,5141,1596,1649
245,245,5258,5320,1641,1710,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5258,5320,1641,1710
246,246,5175,5198,1487,1517,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5175,5198,1487,1517
247,247,4053,4203,2337,2471,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4053,4203,2337,2471
248,248,3712,3734,3956,3985,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3712,3734,3956,3985
249,249,3106,3132,4944,4980,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3106,3132,4944,4980
250,250,2368,2411,5299,5334,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2368,2411,5299,5334
251,251,2504,2535,5325,5362,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2504,2535,5325,5362
252,252,980,1065,5936,5986,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,980,1065,5936,5986
253,253,770,823,7428,7491,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,770,823,7428,7491
254,254,822,926,7400,7576,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,822,926,7400,7576
255,255,2914,2940,5558,5597,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2914,2940,5558,5597
256,256,1895,1935,6321,6366,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1895,1935,6321,6366
257,257,1783,1890,6564,6708,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1783,1890,6564,6708
258,258,5065,5168,9903,9988,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5065,5168,9903,9988
259,259,6226,6306,8797,8878,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6226,6306,8797,8878
260,260,7130,7203,8356,8413,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7130,7203,8356,8413
261,261,8369,8429,9602,9659,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8369,8429,9602,9659
262,262,9843,9902,7819,7876,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9843,9902,7819,7876
263,263,9702,9731,4387,4433,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9702,9731,4387,4433
264,264,9929,10000,2931,3035,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9929,10000,2931,3035
265,265,7042,7086,5445,5494,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7042,7086,5445,5494
266,266,6413,6529,5746,5874,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6413,6529,5746,5874
267,267,761,837,5978,6084,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,761,837,5978,6084
268,268,537,598,6082,6161,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,537,598,6082,6161
269,269,275,307,6440,6469,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,275,307,6440,6469
270,270,645,691,9346,9395,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,645,691,9346,9395
271,271,1415,1461,9508,9546,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1415,1461,9508,9546
272,272,3054,3106,8225,8259,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3054,3106,8225,8259
273,273,2784,2812,7528,7564,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2784,2812,7528,7564
274,274,2770,2811,7571,7611,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2770,2811,7571,7611
275,275,2767,2807,7611,7647,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2767,2807,7611,7647
276,276,2707,2748,7765,7807,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2707,2748,7765,7807
277,277,2219,2341,7284,7397,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2219,2341,7284,7397
278,278,2100,2131,7096,7128,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2100,2131,7096,7128
279,279,2080,2099,7049,7069,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2080,2099,7049,7069
280,280,3488,3603,5523,5681,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3488,3603,5523,5681
281,281,3853,3877,5327,5363,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3853,3877,5327,5363
282,282,4252,4298,2975,3019,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4252,4298,2975,3019
283,283,3954,3987,3048,3065,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3954,3987,3048,3065
284,284,8782,8872,2156,2243,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8782,8872,2156,2243
285,285,8719,8864,5439,5583,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8719,8864,5439,5583
286,286,8188,8240,4523,4583,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8188,8240,4523,4583
287,287,4025,4100,4246,4343,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4025,4100,4246,4343
288,288,3463,3501,5080,5118,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3463,3501,5080,5118
289,289,3408,3560,4942,5073,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3408,3560,4942,5073
290,290,3193,3327,4963,5086,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3193,3327,4963,5086
291,291,2989,3046,5893,5980,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2989,3046,5893,5980
292,292,2544,2625,5841,5925,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2544,2625,5841,5925
293,293,2223,2275,6573,6604,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2223,2275,6573,6604
294,294,2258,2295,6601,6656,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2258,2295,6601,6656
295,295,2200,2239,6542,6586,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2200,2239,6542,6586
296,296,1642,1730,7547,7619,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1642,1730,7547,7619
297,297,1477,1515,7588,7640,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1477,1515,7588,7640
298,298,265,373,7837,7936,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,265,373,7837,7936
299,299,197,304,7723,7828,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,197,304,7723,7828
300,300,223,247,7632,7664,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,223,247,7632,7664
301,301,176,204,7595,7622,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,176,204,7595,7622
302,302,375,475,7841,7975,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,375,475,7841,7975
303,303,360,400,8367,8413,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,360,400,8367,8413
304,304,779,823,9680,9725,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,779,823,9680,9725
305,305,2267,2314,9580,9625,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2267,2314,9580,9625
306,306,2332,2360,9386,9420,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2332,2360,9386,9420
307,307,1734,1790,731,788,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1734,1790,731,788
308,308,1834,1892,5216,5287,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1834,1892,5216,5287
309,309,3644,3701,5264,5336,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3644,3701,5264,5336
310,310,3602,3649,5292,5348,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3602,3649,5292,5348
311,311,3278,3302,5114,5151,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3278,3302,5114,5151
312,312,3216,3263,5364,5414,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3216,3263,5364,5414
313,313,3271,3319,5699,5765,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3271,3319,5699,5765
314,314,3105,3132,5585,5614,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3105,3132,5585,5614
315,315,2498,2617,5603,5722,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2498,2617,5603,5722
316,316,2618,2745,5502,5628,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2618,2745,5502,5628
317,317,2758,2795,5866,5897,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2758,2795,5866,5897
318,318,2750,2791,5798,5849,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2750,2791,5798,5849
319,319,2719,2739,6663,6694,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2719,2739,6663,6694
320,320,2749,2780,6685,6726,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2749,2780,6685,6726
321,321,2615,2696,6765,6850,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2615,2696,6765,6850
322,322,2240,2280,7452,7507,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2240,2280,7452,7507
323,323,1994,2077,7637,7713,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1994,2077,7637,7713
324,324,1523,1583,9888,9938,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1523,1583,9888,9938
325,325,4649,4782,9596,9769,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4649,4782,9596,9769
326,326,4823,4878,8895,8950,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4823,4878,8895,8950
327,327,5330,5375,9141,9179,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5330,5375,9141,9179
328,328,8353,8498,9745,9870,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8353,8498,9745,9870
329,329,8633,8724,9894,10000,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8633,8724,9894,10000
330,330,9234,9265,9760,9790,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9234,9265,9760,9790
331,331,9698,9853,9361,9494,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9698,9853,9361,9494
332,332,9968,10000,6913,6955,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9968,10000,6913,6955
333,333,6126,6187,4489,4552,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6126,6187,4489,4552
334,334,6501,6656,5178,5350,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6501,6656,5178,5350
335,335,5521,5560,8688,8727,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5521,5560,8688,8727
336,336,8499,8610,9844,9977,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8499,8610,9844,9977
337,337,9487,9552,9815,9909,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9487,9552,9815,9909
338,338,9558,9631,9837,9918,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9558,9631,9837,9918
339,339,9645,9742,9797,9883,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9645,9742,9797,9883
340,340,9623,9649,9687,9712,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9623,9649,9687,9712
341,341,9627,9679,9653,9686,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9627,9679,9653,9686
342,342,9545,9570,9687,9720,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9545,9570,9687,9720
343,343,9266,9320,9220,9258,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9266,9320,9220,9258
344,344,9509,9545,8976,9014,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9509,9545,8976,9014
345,345,9476,9511,8999,9038,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9476,9511,8999,9038
346,346,9458,9497,9037,9071,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9458,9497,9037,9071
347,347,9503,9573,8574,8635,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9503,9573,8574,8635
348,348,9247,9293,8133,8179,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9247,9293,8133,8179
349,349,9339,9394,8073,8115,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9339,9394,8073,8115
350,350,9013,9055,6529,6573,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9013,9055,6529,6573
351,351,9138,9218,6453,6524,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9138,9218,6453,6524
352,352,9084,9137,6414,6461,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9084,9137,6414,6461
353,353,9829,9887,2795,2850,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9829,9887,2795,2850
354,354,8954,9016,1661,1742,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8954,9016,1661,1742
355,355,9038,9108,1685,1763,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9038,9108,1685,1763
356,356,7009,7084,4,70,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7009,7084,4,70
357,357,6307,6407,163,265,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6307,6407,163,265
358,358,6312,6398,76,160,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6312,6398,76,160
359,359,5862,6037,2898,3020,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5862,6037,2898,3020
360,360,5699,5827,3187,3348,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5699,5827,3187,3348
361,361,5751,5929,3672,3861,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5751,5929,3672,3861
362,362,5189,5297,3763,3844,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5189,5297,3763,3844
363,363,5223,5367,3640,3774,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5223,5367,3640,3774
364,364,4632,4704,3452,3515,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4632,4704,3452,3515
365,365,4618,4666,3519,3548,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4618,4666,3519,3548
366,366,4388,4497,2761,2866,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4388,4497,2761,2866
367,367,3812,3854,823,874,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3812,3854,823,874
368,368,3669,3787,743,841,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3669,3787,743,841
369,369,5082,5168,4,60,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5082,5168,4,60
370,370,5266,5340,1,70,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5266,5340,1,70
371,371,5162,5262,1,74,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5162,5262,1,74
372,372,1808,1890,427,500,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1808,1890,427,500
373,373,1402,1453,4361,4413,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1402,1453,4361,4413
374,374,335,418,5452,5565,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,335,418,5452,5565
375,375,730,821,6155,6242,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,730,821,6155,6242
376,376,574,691,5974,6078,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,574,691,5974,6078
377,377,982,1040,5881,5935,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,982,1040,5881,5935
378,378,924,963,5933,5989,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,924,963,5933,5989
379,379,819,882,5898,5980,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,819,882,5898,5980
380,380,434,523,6611,6708,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,434,523,6611,6708
381,381,745,884,8123,8258,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,745,884,8123,8258
382,382,835,913,8624,8721,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,835,913,8624,8721
383,383,2372,2575,9334,9501,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2372,2575,9334,9501
384,384,3911,4053,8291,8411,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3911,4053,8291,8411
385,385,5089,5152,9019,9071,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5089,5152,9019,9071
386,386,5839,5967,7622,7773,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5839,5967,7622,7773
387,387,5835,5957,7284,7421,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5835,5957,7284,7421
388,388,8541,8646,6381,6531,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8541,8646,6381,6531
389,389,8781,8893,6326,6449,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8781,8893,6326,6449
390,390,9568,9695,4447,4597,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9568,9695,4447,4597
391,391,9952,10000,4255,4381,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9952,10000,4255,4381
392,392,9813,9942,4297,4438,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9813,9942,4297,4438
393,393,9017,9094,2417,2476,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9017,9094,2417,2476
394,394,9404,9550,2293,2451,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9404,9550,2293,2451
395,395,9366,9439,2248,2327,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9366,9439,2248,2327
396,396,9886,9973,2098,2232,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9886,9973,2098,2232
397,397,9810,9903,2461,2571,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9810,9903,2461,2571
398,398,9799,9877,2195,2278,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9799,9877,2195,2278
399,399,8656,8720,3095,3168,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8656,8720,3095,3168
400,400,7877,8015,3753,3878,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7877,8015,3753,3878
401,401,6611,6700,4159,4252,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6611,6700,4159,4252
402,402,6166,6246,5017,5126,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6166,6246,5017,5126
403,403,6457,6545,7910,8018,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6457,6545,7910,8018
404,404,6332,6384,8330,8388,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6332,6384,8330,8388
